B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,CLASSNAME
1688,2018,2198,2197,2303,2432,2382,2402,2366,2161,3
1688,2018,2198,2197,2303,2432,2382,2402,2366,2161,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1620,1932,2130,2197,2303,2432,2328,2402,2366,2161,3
1688,2018,2198,2197,2303,2432,2382,2402,2366,2161,3
1708,2018,2266,2246,2345,2483,2394,2488,2417,2171,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1688,2018,2198,2197,2303,2432,2382,2402,2366,2161,3
1338,1584,1830,2197,2303,2432,2254,2402,2366,2161,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1428,1778,1946,2052,2191,2378,2256,2412,2588,2334,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1688,2018,2198,2197,2303,2432,2382,2402,2366,2161,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1708,2018,2266,2246,2345,2483,2394,2488,2417,2171,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1338,1584,1830,2197,2303,2432,2254,2402,2366,2161,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1338,1584,1830,2197,2303,2432,2254,2402,2366,2161,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1210,1416,1584,1770,1987,2160,2272,2257,2416,2121,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1428,1778,1946,2052,2191,2378,2256,2412,2588,2334,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1620,1932,2130,2197,2303,2432,2328,2402,2366,2161,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1338,1584,1830,2197,2303,2432,2254,2402,2366,2161,3
1620,1932,2130,2197,2303,2432,2328,2402,2366,2161,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1428,1778,1946,2052,2191,2378,2256,2412,2588,2334,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1346,1616,1804,2246,2345,2483,2316,2488,2417,2171,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1708,2018,2266,2246,2345,2483,2394,2488,2417,2171,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1338,1584,1830,2197,2303,2432,2254,2402,2366,2161,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1620,1932,2130,2197,2303,2432,2328,2402,2366,2161,3
1708,2018,2266,2246,2345,2483,2394,2488,2417,2171,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1372,1678,1888,2052,2191,2378,2354,2412,2588,2334,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1338,1584,1830,2197,2303,2432,2254,2402,2366,2161,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1708,2018,2266,2246,2345,2483,2394,2488,2417,2171,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1338,1584,1830,2197,2303,2432,2254,2402,2366,2161,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1338,1584,1830,2197,2303,2432,2254,2402,2366,2161,3
1428,1778,1946,2052,2191,2378,2256,2412,2588,2334,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1688,2018,2198,2197,2303,2432,2382,2402,2366,2161,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1428,1778,1946,2052,2191,2378,2256,2412,2588,2334,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1372,1678,1888,2052,2191,2378,2354,2412,2588,2334,3
1708,2018,2266,2246,2345,2483,2394,2488,2417,2171,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1338,1584,1830,2197,2303,2432,2254,2402,2366,2161,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1264,1534,1708,2052,2191,2378,2280,2412,2588,2334,3
1372,1678,1888,2052,2191,2378,2354,2412,2588,2334,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1338,1584,1830,2197,2303,2432,2254,2402,2366,2161,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1372,1678,1888,2052,2191,2378,2354,2412,2588,2334,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1338,1584,1830,2197,2303,2432,2254,2402,2366,2161,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1428,1778,1946,2052,2191,2378,2256,2412,2588,2334,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1428,1778,1946,2052,2191,2378,2256,2412,2588,2334,3
1338,1584,1830,2197,2303,2432,2254,2402,2366,2161,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1620,1932,2130,2197,2303,2432,2328,2402,2366,2161,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1620,1932,2130,2197,2303,2432,2328,2402,2366,2161,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1428,1778,1946,2052,2191,2378,2256,2412,2588,2334,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1428,1778,1946,2052,2191,2378,2256,2412,2588,2334,3
1338,1584,1830,2197,2303,2432,2254,2402,2366,2161,3
1372,1678,1888,2052,2191,2378,2354,2412,2588,2334,3
1338,1584,1830,2197,2303,2432,2254,2402,2366,2161,3
1428,1778,1946,2052,2191,2378,2256,2412,2588,2334,3
1232,1454,1600,1770,1987,2160,2104,2257,2416,2121,3
1318,1570,1836,2246,2345,2483,2266,2488,2417,2171,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1204,1416,1622,1792,1976,2104,2072,2189,2442,2213,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1218,1422,1606,1756,1988,2104,2094,2252,2486,2230,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1188,1422,1584,1756,1988,2104,2156,2252,2486,2230,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1240,1538,1728,2052,2191,2378,2206,2412,2588,2334,3
1218,1434,1634,1792,1976,2104,2086,2189,2442,2213,3
1428,1778,1946,2052,2191,2378,2256,2412,2588,2334,3
1708,2018,2266,2246,2345,2483,2394,2488,2417,2171,3
1300,1592,1784,2197,2303,2432,2238,2402,2366,2161,3
1520,1826,2044,2303,2737,2913,2778,3024,3064,2559,4
1512,1810,1968,2274,2708,2868,2784,2995,3043,2567,4
1542,1854,2062,2303,2737,2913,2812,3024,3064,2559,4
1518,1838,2092,2370,2540,2678,2678,2801,2974,2650,4
1484,1838,2010,2274,2708,2868,2792,2995,3043,2567,4
1576,1934,2192,2331,2550,2665,2714,2782,2978,2677,4
1642,1976,2238,2523,2761,2879,2792,3008,3170,2848,4
1678,2046,2348,2570,2822,2943,2840,3033,3198,2840,4
1466,1760,1978,2370,2540,2678,2490,2801,2974,2650,4
1584,1908,2136,2370,2540,2678,2686,2801,2974,2650,4
1642,2032,2256,2570,2822,2943,2812,3033,3198,2840,4
1688,2026,2310,2491,2804,2934,2812,3049,3159,2755,4
1512,1810,1968,2274,2708,2868,2784,2995,3043,2567,4
1448,1758,1938,2196,2550,2693,2692,2796,2928,2504,4
1518,1838,2092,2370,2540,2678,2678,2801,2974,2650,4
1660,2008,2304,2527,2813,2950,2802,3060,3176,2841,4
1678,2020,2304,2523,2761,2879,2754,3008,3170,2848,4
1518,1838,2092,2370,2540,2678,2678,2801,2974,2650,4
1678,2018,2304,2527,2813,2950,2788,3060,3176,2841,4
1678,2018,2304,2527,2813,2950,2788,3060,3176,2841,4
1484,1838,2010,2274,2708,2868,2792,2995,3043,2567,4
1642,2032,2256,2570,2822,2943,2812,3033,3198,2840,4
1642,1976,2238,2523,2761,2879,2792,3008,3170,2848,4
1642,2032,2256,2570,2822,2943,2812,3033,3198,2840,4
1660,2026,2322,2523,2761,2879,2792,3008,3170,2848,4
1416,1736,1928,2331,2550,2665,2432,2782,2978,2677,4
1484,1838,2010,2274,2708,2868,2792,2995,3043,2567,4
1642,2032,2256,2570,2822,2943,2812,3033,3198,2840,4
1448,1758,1938,2196,2550,2693,2692,2796,2928,2504,4
1542,1854,2062,2303,2737,2913,2812,3024,3064,2559,4
1466,1738,1960,2370,2540,2678,2424,2801,2974,2650,4
1682,2052,2340,2570,2822,2943,2854,3033,3198,2840,4
1660,2026,2322,2523,2761,2879,2792,3008,3170,2848,4
1678,2046,2348,2570,2822,2943,2840,3033,3198,2840,4
1520,1826,2044,2303,2737,2913,2778,3024,3064,2559,4
1448,1758,1938,2196,2550,2693,2692,2796,2928,2504,4
1642,1976,2238,2523,2761,2879,2792,3008,3170,2848,4
1660,2026,2322,2523,2761,2879,2792,3008,3170,2848,4
1678,2046,2348,2570,2822,2943,2840,3033,3198,2840,4
1678,2046,2348,2570,2822,2943,2840,3033,3198,2840,4
1688,2026,2310,2491,2804,2934,2812,3049,3159,2755,4
1542,1854,2062,2303,2737,2913,2812,3024,3064,2559,4
1642,1976,2238,2523,2761,2879,2792,3008,3170,2848,4
1678,2020,2304,2523,2761,2879,2754,3008,3170,2848,4
1512,1810,1968,2274,2708,2868,2784,2995,3043,2567,4
1448,1758,1938,2196,2550,2693,2692,2796,2928,2504,4
1450,1754,1904,2196,2550,2693,2508,2796,2928,2504,4
1672,2030,2286,2570,2822,2943,2790,3033,3198,2840,4
1518,1838,2092,2370,2540,2678,2678,2801,2974,2650,4
1448,1758,1938,2196,2550,2693,2692,2796,2928,2504,4
1660,2026,2322,2523,2761,2879,2792,3008,3170,2848,4
1584,1908,2136,2370,2540,2678,2686,2801,2974,2650,4
1640,2008,2264,2523,2761,2879,2786,3008,3170,2848,4
1484,1838,2010,2274,2708,2868,2792,2995,3043,2567,4
1640,2008,2264,2523,2761,2879,2786,3008,3170,2848,4
1660,2026,2322,2523,2761,2879,2792,3008,3170,2848,4
1678,2020,2304,2523,2761,2879,2754,3008,3170,2848,4
1640,2008,2264,2523,2761,2879,2786,3008,3170,2848,4
1518,1838,2092,2370,2540,2678,2678,2801,2974,2650,4
1448,1758,1938,2196,2550,2693,2692,2796,2928,2504,4
1688,2026,2310,2491,2804,2934,2812,3049,3159,2755,4
1512,1810,1968,2274,2708,2868,2784,2995,3043,2567,4
1642,2032,2256,2570,2822,2943,2812,3033,3198,2840,4
1512,1810,1968,2274,2708,2868,2784,2995,3043,2567,4
1678,2020,2304,2523,2761,2879,2754,3008,3170,2848,4
1466,1738,1960,2370,2540,2678,2424,2801,2974,2650,4
1660,2026,2322,2523,2761,2879,2792,3008,3170,2848,4
1518,1838,2092,2370,2540,2678,2678,2801,2974,2650,4
1512,1810,1968,2274,2708,2868,2784,2995,3043,2567,4
1640,2008,2264,2523,2761,2879,2786,3008,3170,2848,4
1484,1838,2010,2274,2708,2868,2792,2995,3043,2567,4
1660,2008,2304,2527,2813,2950,2802,3060,3176,2841,4
1672,2030,2286,2570,2822,2943,2790,3033,3198,2840,4
1660,2026,2322,2523,2761,2879,2792,3008,3170,2848,4
1660,2026,2322,2523,2761,2879,2792,3008,3170,2848,4
1416,1736,1928,2331,2550,2665,2432,2782,2978,2677,4
1576,1934,2192,2331,2550,2665,2714,2782,2978,2677,4
1466,1760,1978,2370,2540,2678,2490,2801,2974,2650,4
1668,2012,2246,2491,2804,2934,2874,3049,3159,2755,4
1668,2012,2246,2491,2804,2934,2874,3049,3159,2755,4
1660,2008,2304,2527,2813,2950,2802,3060,3176,2841,4
1672,2030,2286,2570,2822,2943,2790,3033,3198,2840,4
1576,1934,2192,2331,2550,2665,2714,2782,2978,2677,4
1642,1976,2238,2523,2761,2879,2792,3008,3170,2848,4
1518,1838,2092,2370,2540,2678,2678,2801,2974,2650,4
1678,2020,2304,2523,2761,2879,2754,3008,3170,2848,4
1512,1810,1968,2274,2708,2868,2784,2995,3043,2567,4
1660,2026,2322,2523,2761,2879,2792,3008,3170,2848,4
1642,2032,2256,2570,2822,2943,2812,3033,3198,2840,4
1576,1934,2192,2331,2550,2665,2714,2782,2978,2677,4
1678,2020,2304,2523,2761,2879,2754,3008,3170,2848,4
1672,2030,2286,2570,2822,2943,2790,3033,3198,2840,4
1466,1738,1960,2370,2540,2678,2424,2801,2974,2650,4
1678,2046,2348,2570,2822,2943,2840,3033,3198,2840,4
1660,2008,2304,2527,2813,2950,2802,3060,3176,2841,4
1466,1760,1978,2370,2540,2678,2490,2801,2974,2650,4
1642,1976,2238,2523,2761,2879,2792,3008,3170,2848,4
1682,2052,2340,2570,2822,2943,2854,3033,3198,2840,4
1672,2030,2286,2570,2822,2943,2790,3033,3198,2840,4
1484,1838,2010,2274,2708,2868,2792,2995,3043,2567,4
1678,2018,2304,2527,2813,2950,2788,3060,3176,2841,4
1668,2012,2246,2491,2804,2934,2874,3049,3159,2755,4
1542,1854,2062,2303,2737,2913,2812,3024,3064,2559,4
1678,2020,2304,2523,2761,2879,2754,3008,3170,2848,4
1448,1758,1938,2196,2550,2693,2692,2796,2928,2504,4
1512,1810,1968,2274,2708,2868,2784,2995,3043,2567,4
1672,2030,2286,2570,2822,2943,2790,3033,3198,2840,4
1640,2008,2264,2523,2761,2879,2786,3008,3170,2848,4
1416,1736,1928,2331,2550,2665,2432,2782,2978,2677,4
1688,2026,2310,2491,2804,2934,2812,3049,3159,2755,4
1484,1838,2010,2274,2708,2868,2792,2995,3043,2567,4
1660,2026,2322,2523,2761,2879,2792,3008,3170,2848,4
1678,2020,2304,2523,2761,2879,2754,3008,3170,2848,4
1466,1738,1960,2370,2540,2678,2424,2801,2974,2650,4
1672,2030,2286,2570,2822,2943,2790,3033,3198,2840,4
1672,2030,2286,2570,2822,2943,2790,3033,3198,2840,4
1416,1736,1928,2331,2550,2665,2432,2782,2978,2677,4
1448,1758,1938,2196,2550,2693,2692,2796,2928,2504,4
1584,1908,2136,2370,2540,2678,2686,2801,2974,2650,4
1576,1934,2192,2331,2550,2665,2714,2782,2978,2677,4
1542,1854,2062,2303,2737,2913,2812,3024,3064,2559,4
1576,1934,2192,2331,2550,2665,2714,2782,2978,2677,4
1542,1854,2062,2303,2737,2913,2812,3024,3064,2559,4
1584,1908,2136,2370,2540,2678,2686,2801,2974,2650,4
1678,2046,2348,2570,2822,2943,2840,3033,3198,2840,4
1678,2046,2348,2570,2822,2943,2840,3033,3198,2840,4
1466,1760,1978,2370,2540,2678,2490,2801,2974,2650,4
1512,1810,1968,2274,2708,2868,2784,2995,3043,2567,4
1678,2046,2348,2570,2822,2943,2840,3033,3198,2840,4
1640,2008,2264,2523,2761,2879,2786,3008,3170,2848,4
1518,1838,2092,2370,2540,2678,2678,2801,2974,2650,4
1678,2020,2304,2523,2761,2879,2754,3008,3170,2848,4
1660,2008,2304,2527,2813,2950,2802,3060,3176,2841,4
1678,2020,2304,2523,2761,2879,2754,3008,3170,2848,4
1660,2026,2322,2523,2761,2879,2792,3008,3170,2848,4
1512,1810,1968,2274,2708,2868,2784,2995,3043,2567,4
1640,2008,2264,2523,2761,2879,2786,3008,3170,2848,4
1466,1760,1978,2370,2540,2678,2490,2801,2974,2650,4
1484,1838,2010,2274,2708,2868,2792,2995,3043,2567,4
1448,1758,1938,2196,2550,2693,2692,2796,2928,2504,4
1484,1838,2010,2274,2708,2868,2792,2995,3043,2567,4
1450,1754,1904,2196,2550,2693,2508,2796,2928,2504,4
1678,2046,2348,2570,2822,2943,2840,3033,3198,2840,4
1542,1854,2062,2303,2737,2913,2812,3024,3064,2559,4
1678,2018,2304,2527,2813,2950,2788,3060,3176,2841,4
1542,1854,2062,2303,2737,2913,2812,3024,3064,2559,4
1642,1976,2238,2523,2761,2879,2792,3008,3170,2848,4
1518,1838,2092,2370,2540,2678,2678,2801,2974,2650,4
1448,1758,1938,2196,2550,2693,2692,2796,2928,2504,4
1642,1976,2238,2523,2761,2879,2792,3008,3170,2848,4
1688,2026,2310,2491,2804,2934,2812,3049,3159,2755,4
1678,2046,2348,2570,2822,2943,2840,3033,3198,2840,4
1584,1908,2136,2370,2540,2678,2686,2801,2974,2650,4
1584,1908,2136,2370,2540,2678,2686,2801,2974,2650,4
1678,2020,2304,2523,2761,2879,2754,3008,3170,2848,4
1640,2008,2264,2523,2761,2879,2786,3008,3170,2848,4
1678,2020,2304,2523,2761,2879,2754,3008,3170,2848,4
1678,2046,2348,2570,2822,2943,2840,3033,3198,2840,4
1640,2008,2264,2523,2761,2879,2786,3008,3170,2848,4
1484,1838,2010,2274,2708,2868,2792,2995,3043,2567,4
1678,2020,2304,2523,2761,2879,2754,3008,3170,2848,4
1672,2030,2286,2570,2822,2943,2790,3033,3198,2840,4
1448,1758,1938,2196,2550,2693,2692,2796,2928,2504,4
1448,1758,1938,2196,2550,2693,2692,2796,2928,2504,4
1518,1838,2092,2370,2540,2678,2678,2801,2974,2650,4
1466,1760,1978,2370,2540,2678,2490,2801,2974,2650,4
1584,1908,2136,2370,2540,2678,2686,2801,2974,2650,4
1660,2008,2304,2527,2813,2950,2802,3060,3176,2841,4
1642,1976,2238,2523,2761,2879,2792,3008,3170,2848,4
1688,2026,2310,2491,2804,2934,2812,3049,3159,2755,4
1678,2020,2304,2523,2761,2879,2754,3008,3170,2848,4
1512,1810,1968,2274,2708,2868,2784,2995,3043,2567,4
1518,1838,2092,2370,2540,2678,2678,2801,2974,2650,4
1484,1838,2010,2274,2708,2868,2792,2995,3043,2567,4
1518,1838,2092,2370,2540,2678,2678,2801,2974,2650,4
1518,1838,2092,2370,2540,2678,2678,2801,2974,2650,4
1576,1934,2192,2331,2550,2665,2714,2782,2978,2677,4
1466,1738,1960,2370,2540,2678,2424,2801,2974,2650,4
1584,1908,2136,2370,2540,2678,2686,2801,2974,2650,4
1520,1826,2044,2303,2737,2913,2778,3024,3064,2559,4
1660,2026,2322,2523,2761,2879,2792,3008,3170,2848,4
1576,1934,2192,2331,2550,2665,2714,2782,2978,2677,4
1576,1934,2192,2331,2550,2665,2714,2782,2978,2677,4
1466,1738,1960,2370,2540,2678,2424,2801,2974,2650,4
1640,2008,2264,2523,2761,2879,2786,3008,3170,2848,4
1678,2020,2304,2523,2761,2879,2754,3008,3170,2848,4
1466,1760,1978,2370,2540,2678,2490,2801,2974,2650,4
1640,2008,2264,2523,2761,2879,2786,3008,3170,2848,4
1518,1838,2092,2370,2540,2678,2678,2801,2974,2650,4
1466,1760,1978,2370,2540,2678,2490,2801,2974,2650,4
1518,1838,2092,2370,2540,2678,2678,2801,2974,2650,4
1542,1854,2062,2303,2737,2913,2812,3024,3064,2559,4
1668,2012,2246,2491,2804,2934,2874,3049,3159,2755,4
1640,2008,2264,2523,2761,2879,2786,3008,3170,2848,4
1466,1760,1978,2370,2540,2678,2490,2801,2974,2650,4
1660,2026,2322,2523,2761,2879,2792,3008,3170,2848,4
1640,2008,2264,2523,2761,2879,2786,3008,3170,2848,4
1678,2018,2304,2527,2813,2950,2788,3060,3176,2841,4
